Chapter,Name,Class,Level,Difficulty,Boss,Recruitable,Reinforcement,Quantity,HP,Power,Skill,Speed,Luck,Defense,Resistance,Constitution,Move,Item 1,Item 2,Item 3,Item 4,Item 5
Chapter 10 (west route),Bandit,Paladin,5,Hard,False,False,True,1,40~49,12~18,11~16,10~14,5~11,9~14,6~10,11,8,Silver Lance,Hand Axe,False,False,False
Chapter 11 (east route),Orlo,Bishop,8,Normal,True,False,False,1,34,15,11,10,10,9,17,7,6,Divine,False,False,False,False
Chapter 11 (east route),Eburacum,Fighter,13,Normal,False,False,False,1,28~32,10~13,5~7,7~9,1~3,3~5,1~2,11,5,Steel Axe,False,False,False,False
Chapter 11 (east route),Eburacum,Fighter,14,Normal,False,False,False,2,29~33,11~14,5~8,7~9,1~3,3~5,1~2,11,5,Steel Axe,False,False,False,False
Chapter 11 (east route),Eburacum,Fighter,13,Normal,False,False,False,1,28~32,10~13,5~7,7~9,1~3,3~5,1~2,11,5,Steel Axe,Hand Axe,False,False,False
Chapter 11 (east route),Eburacum,Archer,13,Normal,False,False,False,1,25~28,7~9,7~9,6~8,3~5,4~6,1~2,7,5,Steel Bow,False,False,False,False
Chapter 11 (east route),Eburacum,Shaman,14,Normal,False,False,False,1,21~24,7~10,4~6,5~7,2~3,3~4,8~10,5,5,Flux,False,False,False,False
Chapter 11 (east route),Eburacum,Fighter,15,Normal,False,False,False,3,30~34,11~14,6~8,7~9,1~3,3~5,1~2,11,5,Steel Axe,False,False,False,False
Chapter 11 (east route),Eburacum,Fighter,14,Normal,False,False,False,1,29~33,11~14,5~8,7~9,1~3,3~5,1~2,11,5,Iron Axe,Hand Axe,False,False,False
Chapter 11 (east route),Eburacum,Archer,15,Normal,False,False,False,1,26~30,8~10,7~10,6~9,4~6,4~6,1~2,7,5,Steel Bow,False,False,False,False
Chapter 11 (east route),Eburacum,Fighter,14,Normal,False,False,False,2,29~33,11~14,5~8,7~9,1~3,3~5,1~2,11,5,Hand Axe,False,False,False,False
Chapter 11 (east route),Eburacum,Fighter,15,Normal,False,False,False,1,30~34,11~14,6~8,7~9,1~3,3~5,1~2,11,5,Steel Axe,Hand Axe,False,False,False
Chapter 11 (east route),Eburacum,Archer,14,Normal,False,False,False,1,25~29,7~10,7~9,6~8,3~6,4~6,1~2,7,5,Killer Bow,False,False,False,False
Chapter 11 (east route),Eburacum,Shaman,16,Normal,False,False,False,2,22~25,8~11,5~7,5~8,2~4,3~4,8~11,5,5,Flux,False,False,False,False
Chapter 11 (east route),Eburacum,Archer,14,Normal,False,False,False,1,25~29,7~10,7~9,6~8,3~6,4~6,1~2,7,5,Steel Bow,False,False,False,False
Chapter 11 (east route),Eburacum,Archer,14,Normal,False,False,False,2,25~29,7~10,7~9,6~8,3~6,4~6,1~2,7,5,Longbow,False,False,False,False
Chapter 11 (east route),Eburacum,Fighter,15,Normal,False,False,False,1,30~34,11~14,6~8,7~9,1~3,3~5,1~2,11,5,Hand Axe,False,False,False,False
Chapter 11 (east route),Eburacum,Fighter,16,Normal,False,False,False,1,31~35,12~15,6~8,7~10,1~3,3~5,1~2,11,5,Poleax,False,False,False,False
Chapter 11 (east route),Klein,Sniper,1,Normal,False,True,True,1,27,13,13,11,10,8,6,7,6,Silver Bow,White Gem,False,False,False
Chapter 11 (east route),Klein's,Archer,14,Normal,False,False,True,3,25~29,7~10,7~9,6~8,3~6,4~6,1~2,7,5,Steel Bow,False,False,False,False
Chapter 11 (east route),Klein's,Archer,15,Normal,False,False,True,1,26~30,8~10,7~10,6~9,4~6,4~6,1~2,7,5,Steel Bow,False,False,False,False
Chapter 11 (east route),Bandit,Brigand,14,Normal,False,False,True,5,29~32,10~13,4~6,7~8,1~3,4~5,1~2,12,5,Steel Axe,Hand Axe,False,False,False
Chapter 11 (east route),Bandit,Brigand,15,Normal,False,False,True,5,30~33,11~13,4~6,7~9,1~3,4~5,1~2,12,5,Steel Axe,False,False,False,False
Chapter 11 (east route),Thea,Pegasus Knight,8,Normal,False,True,True,1,22,6,8,11,3,7,6,5,7,Slim Lance,Javelin,False,False,False
Chapter 11 (east route),Thea's,Pegasus Knight,6,Normal,False,False,True,2,16~18,5~6,6~8,6~8,1~2,3~4,3~4,5,7,Iron Lance,Javelin,False,False,False
Chapter 11 (east route),Thea's,Pegasus Knight,6,Normal,False,False,True,2,16~18,5~6,6~8,6~8,1~2,3~4,3~4,5,7,Steel Lance,False,False,False,False
Chapter 11 (east route),Eburacum,Fighter,17,Normal,False,False,True,1,31~36,12~15,6~9,8~10,2~3,4~5,1~2,11,5,Hand Axe,False,False,False,False
Chapter 11 (east route),Eburacum,Fighter,15,Normal,False,False,True,2,30~34,11~14,6~8,7~9,1~3,3~5,1~2,11,5,Hand Axe,False,False,False,False
Chapter 11 (east route),Eburacum,Cavalier,19,Normal,False,False,True,1,31~36,10~13,8~11,9~11,4~7,8~10,1~3,9,7,Killer Lance,False,False,False,False
Chapter 11 (east route),Eburacum,Cavalier,15,Normal,False,False,True,3,29~32,9~11,6~9,8~10,3~5,7~9,1~2,9,7,Iron Lance,Javelin,False,False,False
Chapter 11 (east route),Eburacum,Cavalier,14,Normal,False,False,True,2,28~31,8~11,6~8,8~10,3~5,7~9,1~2,9,7,Iron Lance,False,False,False,False
Chapter 11 (east route),Eburacum,Cavalier,14,Normal,False,False,True,1,28~31,8~11,6~8,8~10,3~5,7~9,1~2,9,7,Iron Lance,Javelin,False,False,False
Chapter 11 (east route),Orlo,Bishop,8,Hard,True,False,False,1,37~39,17~19,12~14,11~13,13~15,9~10,20~22,7,6,Divine,False,False,False,False
Chapter 11 (east route),Eburacum,Fighter,13,Hard,False,False,False,1,34~41,14~19,7~11,9~13,2~5,4~7,1~4,11,5,Steel Axe,False,False,False,False
Chapter 11 (east route),Eburacum,Fighter,14,Hard,False,False,False,2,35~42,15~20,7~12,9~13,2~5,4~7,1~4,11,5,Steel Axe,False,False,False,False
Chapter 11 (east route),Eburacum,Fighter,13,Hard,False,False,False,1,34~41,14~19,7~11,9~13,2~5,4~7,1~4,11,5,Steel Axe,Hand Axe,False,False,False
Chapter 11 (east route),Eburacum,Archer,13,Hard,False,False,False,1,30~36,9~13,10~14,8~12,5~9,5~8,1~4,7,5,Steel Bow,False,False,False,False
Chapter 11 (east route),Eburacum,Shaman,14,Hard,False,False,False,1,24~30,10~16,6~10,7~11,3~6,3~6,10~14,5,5,Flux,False,False,False,False
Chapter 11 (east route),Eburacum,Fighter,15,Hard,False,False,False,3,36~43,15~20,8~12,9~13,2~5,4~7,1~4,11,5,Steel Axe,False,False,False,False
Chapter 11 (east route),Eburacum,Fighter,14,Hard,False,False,False,1,35~42,15~20,7~12,9~13,2~5,4~7,1~4,11,5,Iron Axe,Hand Axe,False,False,False
Chapter 11 (east route),Eburacum,Archer,15,Hard,False,False,False,1,31~38,10~14,10~15,8~13,6~10,5~8,1~4,7,5,Steel Bow,False,False,False,False
Chapter 11 (east route),Eburacum,Fighter,14,Hard,False,False,False,2,35~42,15~20,7~12,9~13,2~5,4~7,1~4,11,5,Hand Axe,False,False,False,False
Chapter 11 (east route),Eburacum,Fighter,15,Hard,False,False,False,1,36~43,15~20,8~12,9~13,2~5,4~7,1~4,11,5,Steel Axe,Hand Axe,False,False,False
Chapter 11 (east route),Eburacum,Archer,14,Hard,False,False,False,1,30~37,9~14,10~14,8~12,5~10,5~8,1~4,7,5,Killer Bow,False,False,False,False
Chapter 11 (east route),Eburacum,Shaman,16,Hard,False,False,False,2,25~31,11~17,7~11,7~12,3~7,3~6,10~15,5,5,Flux,False,False,False,False
Chapter 11 (east route),Eburacum,Archer,14,Hard,False,False,False,1,30~37,9~14,10~14,8~12,5~10,5~8,1~4,7,5,Steel Bow,False,False,False,False
Chapter 11 (east route),Eburacum,Archer,14,Hard,False,False,False,2,30~37,9~14,10~14,8~12,5~10,5~8,1~4,7,5,Longbow,False,False,False,False
Chapter 11 (east route),Eburacum,Fighter,15,Hard,False,False,False,1,36~43,15~20,8~12,9~13,2~5,4~7,1~4,11,5,Hand Axe,False,False,False,False
Chapter 11 (east route),Eburacum,Fighter,16,Hard,False,False,False,1,37~44,16~20,8~12,9~14,2~5,4~7,1~4,11,5,Poleax,False,False,False,False
Chapter 11 (east route),Klein,Sniper,1,Hard,False,True,True,1,32~34,15~17,15~17,12~14,12~14,9~10,7~8,7,6,Silver Bow,White Gem,False,False,False
Chapter 11 (east route),Klein's,Archer,14,Hard,False,False,True,3,30~37,9~14,10~14,8~12,5~10,5~8,1~4,7,5,Steel Bow,False,False,False,False
Chapter 11 (east route),Klein's,Archer,15,Hard,False,False,True,1,31~38,10~14,10~15,8~13,6~10,5~8,1~4,7,5,Steel Bow,False,False,False,False
Chapter 11 (east route),Bandit,Brigand,14,Hard,False,False,True,5,35~41,13~19,6~10,8~11,2~5,4~7,1~4,12,5,Steel Axe,Hand Axe,False,False,False
Chapter 11 (east route),Bandit,Brigand,15,Hard,False,False,True,5,35~41,13~19,6~10,8~11,2~5,4~7,1~4,12,5,Steel Axe,False,False,False,False
Chapter 11 (east route),Thea,Pegasus Knight,8,Hard,False,True,True,1,27~29,8~10,11~13,14~16,5~7,7~9,7~9,5,7,Slim Lance,Javelin,False,False,False
Chapter 11 (east route),Thea's,Pegasus Knight,6,Hard,False,False,True,2,21~25,7~10,9~13,9~13,3~6,3~6,4~7,5,7,Iron Lance,Javelin,False,False,False
Chapter 11 (east route),Thea's,Pegasus Knight,6,Hard,False,False,True,2,21~25,7~10,9~13,9~13,3~6,3~6,4~7,5,7,Steel Lance,False,False,False,False
Chapter 11 (east route),Eburacum,Fighter,17,Hard,False,False,True,1,37~45,16~20,8~13,10~14,3~5,5~7,1~4,11,5,Hand Axe,False,False,False,False
Chapter 11 (east route),Eburacum,Fighter,15,Hard,False,False,True,2,36~43,15~20,8~12,9~13,2~5,4~7,1~4,11,5,Hand Axe,False,False,False,False
Chapter 11 (east route),Eburacum,Cavalier,19,Hard,False,False,True,1,36~44,12~17,11~16,11~14,6~11,9~12,1~5,9,7,Killer Lance,False,False,False,False
Chapter 11 (east route),Eburacum,Cavalier,15,Hard,False,False,True,6,34~40,11~15,9~14,10~13,5~9,8~11,1~4,9,7,Iron Lance,Javelin,False,False,False
Chapter 11 (east route),Eburacum,Cavalier,14,Hard,False,False,True,4,33~39,10~15,9~13,10~13,5~9,8~11,1~4,9,7,Iron Lance,False,False,False,False
Chapter 11 (east route),Eburacum,Cavalier,14,Hard,False,False,True,2,33~39,10~15,9~13,10~13,5~9,8~11,1~4,9,7,Iron Lance,Javelin,False,False,False
Chapter 11 (east route),Roberts,Paladin,1,Hard,False,False,True,1,47~54,16~20,13~18,13~15,11~15,12~15,6~9,11,8,Silver Lance,False,False,False,False
Chapter 11 (west route),Eidyna,Mercenary,11,Normal,False,False,False,1,25~27,7~9,11~13,10~12,2~4,5~7,1~2,9,5,Armorslayer,False,False,False,False
Chapter 11 (west route),Eidyna,Fighter,12,Normal,False,False,False,1,28~31,10~12,5~7,6~8,1~2,3~4,0~2,11,5,Steel Axe,False,False,False,False
Chapter 11 (west route),Eidyna,Archer,13,Normal,False,False,False,1,25~28,7~9,7~9,6~8,3~5,4~6,1~2,7,5,Steel Bow,False,False,False,False
Chapter 11 (west route),Eidyna,Fighter,13,Normal,False,False,False,3,28~32,10~13,5~7,7~9,1~3,3~5,1~2,11,5,Steel Axe,False,False,False,False
Chapter 11 (west route),Eidyna,Fighter,12,Normal,False,False,False,1,28~31,10~12,5~7,6~8,1~2,3~4,0~2,11,5,Hand Axe,False,False,False,False
Chapter 11 (west route),Eidyna,Mercenary,12,Normal,False,False,False,2,25~28,7~9,11~13,11~12,2~4,5~7,1~2,9,5,Steel Sword,False,False,False,False
Chapter 11 (west route),Eidyna,Fighter,11,Normal,False,False,False,1,27~30,9~12,5~6,6~8,1~2,3~4,0~2,11,5,Steel Axe,False,False,False,False
Chapter 11 (west route),Eidyna,Shaman,13,Normal,False,False,False,1,21~23,7~9,4~6,5~7,2~3,3~4,7~9,5,5,Flux,False,False,False,False
Chapter 11 (west route),Eidyna,Archer,12,Normal,False,False,False,1,24~27,7~9,6~8,6~7,3~5,4~5,0~2,7,5,Steel Bow,False,False,False,False
Chapter 11 (west route),Eidyna,Fighter,13,Normal,False,False,False,2,28~32,10~13,5~7,7~9,1~3,3~5,1~2,11,5,Hand Axe,False,False,False,False
Chapter 11 (west route),Eidyna,Archer,12,Normal,False,False,False,1,24~27,7~9,6~8,6~7,3~5,4~5,0~2,7,5,Iron Bow,False,False,False,False
Chapter 11 (west route),Eidyna,Archer,13,Normal,False,False,False,1,25~28,7~9,7~9,6~8,3~5,4~6,1~2,7,5,Iron Bow,False,False,False,False
Chapter 11 (west route),Eidyna,Berserker,3,Normal,False,False,False,1,34~39,12~16,10~13,9~11,2~5,7~10,1~4,13,6,Steel Axe,False,False,False,False
Chapter 11 (west route),Eidyna,Fighter,15,Normal,False,False,False,1,30~34,11~14,6~8,7~9,1~3,3~5,1~2,11,5,Steel Axe,False,False,False,False
Chapter 11 (west route),Eidyna,Fighter,15,Normal,False,False,False,1,30~34,11~14,6~8,7~9,1~3,3~5,1~2,11,5,Hand Axe,False,False,False,False
Chapter 11 (west route),Eidyna,Mercenary,14,Normal,False,False,False,2,27~30,8~10,12~14,11~13,3~5,6~7,1~3,9,5,Steel Sword,False,False,False,False
Chapter 11 (west route),Eidyna,Archer,14,Normal,False,False,False,1,25~29,7~10,7~9,6~8,3~6,4~6,1~2,7,5,Steel Bow,False,False,False,False
Chapter 11 (west route),Eidyna,Mercenary,11,Normal,False,False,False,1,25~27,7~9,11~13,10~12,2~4,5~7,1~2,9,5,Lancereaver,False,False,False,False
Chapter 11 (west route),Morgan,General,6,Normal,True,False,False,1,38,15,10,11,10,17,10,14,5,Silver Axe,Ridersbane,Javelin,False,False
Chapter 11 (west route),Eidyna,Druid,1,Normal,False,False,True,1,26~29,15~18,7~10,8~10,3~5,5~7,10~12,6,6,Flux,Vulnerary,False,False,False
Chapter 11 (west route),Eidyna,Fighter,14,Normal,False,False,True,4,29~33,11~14,5~8,7~9,1~3,3~5,1~2,11,5,Steel Axe,Hand Axe,False,False,False
Chapter 11 (west route),Eidyna,Shaman,12,Normal,False,False,True,1,20~23,6~9,4~5,4~6,1~3,2~4,7~9,5,5,Flux,False,False,False,False
Chapter 11 (west route),Western Thief,Pirate,7,Normal,False,False,True,3,22~25,6~8,3~5,7~8,0~2,3~4,0~1,10,5,Steel Axe,False,False,False,False
Chapter 11 (west route),Western Thief,Pirate,7,Normal,False,False,True,3,22~25,6~8,3~5,7~8,0~2,3~4,0~1,10,5,Iron Axe,False,False,False,False
Chapter 11 (west route),Eidyna,Fighter,15,Normal,False,False,True,3,30~34,11~14,6~8,7~9,1~3,3~5,1~2,11,5,Steel Axe,Hand Axe,False,False,False
Chapter 11 (west route),Eidyna,Mercenary,15,Normal,False,False,True,3,27~31,8~11,12~15,11~14,3~5,6~7,1~3,9,5,Steel Sword,False,False,False,False
Chapter 11 (west route),Eidyna,Archer,14,Normal,False,False,True,3,25~29,7~10,7~9,6~8,3~6,4~6,1~2,7,5,Steel Bow,False,False,False,False
Chapter 11 (west route),Eidyna,Mercenary,11,Hard,False,False,False,1,31~36,10~14,14~18,12~16,4~8,6~9,2~4,9,5,Armorslayer,False,False,False,False
Chapter 11 (west route),Eidyna,Fighter,12,Hard,False,False,False,1,34~40,14~18,7~11,8~12,2~4,4~6,0~4,11,5,Steel Axe,False,False,False,False
Chapter 11 (west route),Eidyna,Archer,13,Hard,False,False,False,1,30~36,9~13,10~14,8~12,5~9,5~8,1~4,7,5,Steel Bow,False,False,False,False
Chapter 11 (west route),Eidyna,Fighter,13,Hard,False,False,False,3,34~41,14~19,7~11,9~13,2~5,4~7,1~4,11,5,Steel Axe,False,False,False,False
Chapter 11 (west route),Eidyna,Fighter,12,Hard,False,False,False,1,34~40,14~18,7~11,8~12,2~4,4~6,0~4,11,5,Hand Axe,False,False,False,False
Chapter 11 (west route),Eidyna,Mercenary,12,Hard,False,False,False,2,31~37,10~14,14~18,13~16,4~8,6~9,2~4,9,5,Steel Sword,False,False,False,False
Chapter 11 (west route),Eidyna,Fighter,11,Hard,False,False,False,1,33~39,13~18,7~10,8~12,2~4,4~6,0~4,11,5,Steel Axe,False,False,False,False
Chapter 11 (west route),Eidyna,Shaman,13,Hard,False,False,False,1,24~29,10~15,6~10,7~11,3~6,3~6,9~13,5,5,Flux,False,False,False,False
Chapter 11 (west route),Eidyna,Archer,12,Hard,False,False,False,1,29~35,9~13,9~13,8~11,5~9,5~7,0~4,7,5,Steel Bow,False,False,False,False
Chapter 11 (west route),Eidyna,Fighter,13,Hard,False,False,False,2,34~41,14~19,7~11,9~13,2~5,4~7,1~4,11,5,Hand Axe,False,False,False,False
Chapter 11 (west route),Eidyna,Archer,12,Hard,False,False,False,1,29~35,9~13,9~13,8~11,5~9,5~7,0~4,7,5,Iron Bow,False,False,False,False
Chapter 11 (west route),Eidyna,Archer,13,Hard,False,False,False,1,30~36,9~13,10~14,8~12,5~9,5~8,1~4,7,5,Iron Bow,False,False,False,False
Chapter 11 (west route),Eidyna,Berserker,3,Hard,False,False,False,1,38~45,14~20,11~16,9~13,3~7,7~12,1~6,13,6,Steel Axe,False,False,False,False
Chapter 11 (west route),Eidyna,Fighter,15,Hard,False,False,False,1,36~43,15~20,8~12,9~13,2~5,4~7,1~4,11,5,Steel Axe,False,False,False,False
Chapter 11 (west route),Eidyna,Fighter,15,Hard,False,False,False,1,36~43,15~20,8~12,9~13,2~5,4~7,1~4,11,5,Hand Axe,False,False,False,False
Chapter 11 (west route),Eidyna,Mercenary,14,Hard,False,False,False,2,35~42,15~20,7~12,9~13,2~5,4~7,1~4,11,5,Steel Sword,False,False,False,False
Chapter 11 (west route),Eidyna,Archer,14,Hard,False,False,False,1,30~37,9~14,10~14,8~12,5~10,5~8,1~4,7,5,Steel Bow,False,False,False,False
Chapter 11 (west route),Eidyna,Mercenary,11,Hard,False,False,False,1,31~36,10~14,14~18,12~16,4~8,6~9,2~4,9,5,Lancereaver,False,False,False,False
Chapter 11 (west route),Morgan,General,6,Hard,True,False,False,1,43~46,17~19,11~13,11~13,11~13,18~20,11~12,14,5,Silver Axe,Ridersbane,Javelin,False,False
Chapter 11 (west route),Eidyna,Druid,1,Hard,False,False,True,1,29~34,19~24,9~14,9~13,4~8,5~9,12~15,6,6,Flux,Vulnerary,False,False,False
Chapter 11 (west route),Eidyna,Fighter,14,Hard,False,False,True,7,35~42,15~20,7~12,9~13,2~5,4~7,1~4,11,5,Steel Axe,Hand Axe,False,False,False
Chapter 11 (west route),Eidyna,Shaman,12,Hard,False,False,True,1,23~29,9~15,6~9,6~10,2~6,2~6,9~13,5,5,Flux,False,False,False,False
Chapter 11 (west route),Western Thief,Pirate,7,Hard,False,False,True,3,27~33,9~14,5~9,8~11,1~4,3~6,0~3,10,5,Steel Axe,False,False,False,False
Chapter 11 (west route),Western Thief,Pirate,7,Hard,False,False,True,3,27~33,9~14,5~9,8~11,1~4,3~6,0~3,10,5,Iron Axe,False,False,False,False
Chapter 11 (west route),Eidyna,Fighter,15,Hard,False,False,True,3,36~43,15~20,8~12,9~13,2~5,4~7,1~4,11,5,Steel Axe,Hand Axe,False,False,False
Chapter 11 (west route),Eidyna,Mercenary,15,Hard,False,False,True,6,33~40,11~16,15~20,13~18,5~9,7~9,2~5,9,5,Steel Sword,False,False,False,False
Chapter 11 (west route),Eidyna,Archer,14,Hard,False,False,True,3,30~37,9~14,10~14,8~12,5~10,5~8,1~4,7,5,Steel Bow,False,False,False,False
Chapter 12,Arcardo,Paladin,10,Normal,True,False,False,1,48,20,14,13,13,16,10,11,8,Silver Lance,Elixir,False,False,False
Chapter 12,Juteaux,Fighter,12,Normal,False,False,False,1,28~31,10~12,5~7,6~8,1~2,3~4,0~2,11,5,Steel Axe,False,False,False,False
Chapter 12,Juteaux,Fighter,13,Normal,False,False,False,2,28~32,10~13,5~7,7~9,1~3,3~5,1~2,11,5,Steel Axe,False,False,False,False
Chapter 12,Juteaux,Knight,13,Normal,False,False,False,1,25~28,9~11,5~7,1~3,2~4,11~13,0~1,13,4,Steel Lance,False,False,False,False
Chapter 12,Juteaux,Fighter,12,Normal,False,False,False,2,28~31,10~12,5~7,6~8,1~2,3~4,0~2,11,5,Steel Axe,Hand Axe,False,False,False
Chapter 12,Juteaux,Fighter,14,Normal,False,False,False,1,29~33,11~14,5~8,7~9,1~3,3~5,1~2,11,5,Steel Axe,False,False,False,False
Chapter 12,Juteaux,Warrior,5,Normal,False,False,False,1,43~50,16~21,9~13,9~12,2~5,7~10,1~3,13,6,Hand Axe,False,False,False,False
Chapter 12,Raigh,Shaman,12,Normal,False,True,False,1,23,12,9,9,6,5,10,4,5,Nosferatu,False,False,False,False
Chapter 12,Juteaux,Fighter,15,Normal,False,False,False,1,30~34,11~14,6~8,7~9,1~3,3~5,1~2,11,5,Killer Axe,Hand Axe,False,False,False
Chapter 12,Juteaux,Knight,12,Normal,False,False,False,1,24~27,8~10,5~7,1~2,2~4,11~13,0~1,13,4,Steel Lance,False,False,False,False
Chapter 12,Juteaux,Fighter,15,Normal,False,False,False,1,30~34,11~14,6~8,7~9,1~3,3~5,1~2,11,5,Steel Axe,False,False,False,False
Chapter 12,Juteaux,Priest,14,Normal,False,False,False,1,23~26,4~6,4~7,5~7,5~7,1~3,10~13,5,5,Mend,False,False,False,False
Chapter 12,Juteaux,Priest,15,Normal,False,False,False,1,24~26,4~6,5~7,5~8,5~8,1~3,11~13,5,5,Sleep,False,False,False,False
Chapter 12,Juteaux,Priest,15,Normal,False,False,False,1,24~26,4~6,5~7,5~8,5~8,1~3,11~13,5,5,Physic,Mend,False,False,False
Chapter 12,Juteaux,Priest,15,Normal,False,False,False,1,24~26,4~6,5~7,5~8,5~8,1~3,11~13,5,5,Physic,Sleep,False,False,False
Chapter 12,Juteaux,Archer,11,Normal,False,False,False,1,24~26,7~8,6~8,5~7,3~4,4~5,0~2,7,5,Steel Bow,False,False,False,False
Chapter 12,Juteaux,Archer,12,Normal,False,False,False,1,24~27,7~9,6~8,6~7,3~5,4~5,0~2,7,5,Longbow,False,False,False,False
Chapter 12,Juteaux,Archer,13,Normal,False,False,False,3,25~28,7~9,7~9,6~8,3~5,4~6,1~2,7,5,Steel Bow,False,False,False,False
Chapter 12,Juteaux,Archer,13,Normal,False,False,False,1,25~28,7~9,7~9,6~8,3~5,4~6,1~2,7,5,Longbow,False,False,False,False
Chapter 12,Juteaux,Shaman,13,Normal,False,False,False,2,21~23,7~9,4~6,5~7,2~3,3~4,7~9,5,5,Flux,False,False,False,False
Chapter 12,Juteaux,Shaman,14,Normal,False,False,False,1,21~24,7~10,4~6,5~7,2~3,3~4,8~10,5,5,Flux,False,False,False,False
Chapter 12,Juteaux,Shaman,13,Normal,False,False,False,1,21~23,7~9,4~6,5~7,2~3,3~4,7~9,5,5,Eclipse,False,False,False,False
Chapter 12,Juteaux,Sniper,2,Normal,False,False,False,1,31~36,11~15,10~14,8~11,4~8,7~10,4~7,8,6,Silver Bow,Vulnerary,False,False,False
Chapter 12,Flaer,Wyvern Lord,1,Normal,False,False,False,1,44,18,11,12,9,16,6,11,8,Steel Lance,Vulnerary,False,False,False
Chapter 12,Ein,Manakete,8,Normal,True,False,True,1,32,7+10,1+10,3,7,3+20,5+5,5,5,Firestone,False,False,False,False
Chapter 12,Cath,Thief,5,Normal,False,True,True,1,16,3,7,11,8,2,1,5,6,Iron Sword,Lockpick,Vulnerary,False,False
Chapter 12,Bern,Wyvern Rider,15,Normal,False,False,True,1,29~33,12~15,7~9,8~10,3~4,11~12,1~2,10,7,Steel Lance,False,False,False,False
Chapter 12,Bern,Wyvern Rider,12,Normal,False,False,True,1,27~30,11~13,6~8,7~9,2~4,10~12,0~2,10,7,Steel Lance,Javelin,False,False,False
Chapter 12,Bern,Wyvern Rider,13,Normal,False,False,True,1,28~31,11~14,6~8,8~10,2~4,10~12,1~2,10,7,Steel Lance,Javelin,False,False,False
Chapter 12,Isle,Warrior,15,Normal,False,False,True,1,50~59,20~26,12~15,11~15,3~7,8~12,1~4,13,6,Steel Axe,False,False,False,False
Chapter 12,Isle,Fighter,15,Normal,False,False,True,1,30~34,11~14,6~8,7~9,1~3,3~5,1~2,11,5,Steel Axe,False,False,False,False
Chapter 12,Isle,Fighter,14,Normal,False,False,True,1,29~33,11~14,5~8,7~9,1~3,3~5,1~2,11,5,Steel Axe,Hand Axe,False,False,False
Chapter 12,Isle,Fighter,13,Normal,False,False,True,1,28~32,10~13,5~7,7~9,1~3,3~5,1~2,11,5,Steel Axe,Hand Axe,False,False,False
Chapter 12,Juteaux,Fighter,12,Normal,False,False,True,6,28~31,10~12,5~7,6~8,1~2,3~4,0~2,11,5,Steel Axe,Hand Axe,False,False,False
Chapter 12,Juteaux,Fighter,14,Normal,False,False,True,6,29~33,11~14,5~8,7~9,1~3,3~5,1~2,11,5,Steel Axe,Hand Axe,False,False,False
Chapter 12,Isle,Hero,1,Normal,False,False,True,1,34~39,10~13,13~16,13~15,4~6,11~13,3~5,10,6,Silver Sword,False,False,False,False
Chapter 12,Isle,Mercenary,13,Normal,False,False,True,1,26~29,8~10,12~14,11~13,3~5,5~7,1~3,9,5,Steel Sword,False,False,False,False
Chapter 12,Isle,Mercenary,16,Normal,False,False,True,2,28~32,9~11,13~15,12~14,3~6,6~8,1~3,9,5,Steel Sword,False,False,False,False
Chapter 12,Arcardo,Paladin,10,Hard,True,False,False,1,53~56,21~23,16~18,14~15,14~16,16~18,11~12,11,8,Silver Lance,Elixir,False,False,False
Chapter 12,Juteaux,Fighter,12,Hard,False,False,False,1,34~40,14~18,7~11,8~12,2~4,4~6,0~4,11,5,Steel Axe,False,False,False,False
Chapter 12,Juteaux,Fighter,13,Hard,False,False,False,2,34~41,14~19,7~11,9~13,2~5,4~7,1~4,11,5,Steel Axe,False,False,False,False
Chapter 12,Juteaux,Knight,13,Hard,False,False,False,1,31~37,12~16,7~11,2~5,3~7,13~16,0~2,13,4,Steel Lance,False,False,False,False
Chapter 12,Juteaux,Fighter,12,Hard,False,False,False,2,34~40,14~18,7~11,8~12,2~4,4~6,0~4,11,5,Steel Axe,Hand Axe,False,False,False
Chapter 12,Juteaux,Fighter,14,Hard,False,False,False,1,35~42,15~20,7~12,9~13,2~5,4~7,1~4,11,5,Steel Axe,False,False,False,False
Chapter 12,Juteaux,Warrior,5,Hard,False,False,False,1,49~59,19~26,10~16,10~15,3~7,8~12,1~4,13,6,Hand Axe,False,False,False,False
Chapter 12,Raigh,Shaman,12,Hard,False,True,False,1,23,12,9,9,6,5,10,4,5,Nosferatu,False,False,False,False
Chapter 12,Juteaux,Fighter,15,Hard,False,False,False,1,36~43,15~20,8~12,9~13,2~5,4~7,1~4,11,5,Killer Axe,Hand Axe,False,False,False
Chapter 12,Juteaux,Knight,12,Hard,False,False,False,1,30~36,11~15,7~11,2~4,3~7,13~16,0~2,13,4,Steel Lance,False,False,False,False
Chapter 12,Juteaux,Fighter,15,Hard,False,False,False,1,36~43,15~20,8~12,9~13,2~5,4~7,1~4,11,5,Steel Axe,False,False,False,False
Chapter 12,Juteaux,Priest,14,Hard,False,False,False,1,26~32,6~10,6~11,7~11,8~12,1~4,13~19,5,5,Mend,False,False,False,False
Chapter 12,Juteaux,Priest,15,Hard,False,False,False,1,27~32,6~10,7~11,7~12,8~13,1~4,14~19,5,5,Sleep,False,False,False,False
Chapter 12,Juteaux,Priest,15,Hard,False,False,False,1,27~32,6~10,7~11,7~12,8~13,1~4,14~19,5,5,Physic,Mend,False,False,False
